Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1.jpg,DefectFree,23.54728860294118,36.447443291041914,18.035324754901964,36.07927720107651,0.40263299811183917,0.3254371130443692,0.4456970404211417,0.3256198523134845,3.176271446078432,4.148204536716648,2.7168811274509803,4.1312572087658594,6.847991178336578,7.08973020632784,6.689871697998023,7.0864792919914485,0.001965137380492179,0.0014613690265817675,0.002344745546522071,0.0014662802775556858,0.044329870070779355,0.038227856683075594,0.04842257269623405,0.038292039349657074,0.9974662159271036,0.9960763390816891,0.9980669570090577,0.9961160101934541
10.jpg,DefectFree,16.10349264705883,56.54262206843522,47.17035845588236,60.31550941945406,0.4353295043862131,0.2588302881143759,0.29321092801107096,0.24649316879703395,2.5834558823529417,5.28652056901192,4.751761642156864,5.512218377547098,7.3061408070531435,7.921935339883736,7.777304191547154,7.973872436122436,0.0013253283179846696,0.0006685271878839965,0.0008169620195657924,0.0006189508929594258,0.036405058961422786,0.02585589271102424,0.02858254746459441,0.024878723700371485,0.9983635501158037,0.9942390426770795,0.995204187238981,0.9938548227908452
11.jpg,DefectFree,9.183210784313726,20.76984236831988,15.050015318627455,22.38093041138024,0.5127785525964881,0.37449007743529833,0.4277749478662652,0.3600002173653188,1.9039828431372547,3.1132179930795845,2.5823069852941183,3.2637908496732027,7.004350902889001,7.422330754974465,7.241815873902138,7.468384801132224,0.0018370860450683027,0.001148532083525678,0.0014189491139976218,0.0010750470828582918,0.04286124175835673,0.0338899997569442,0.03766894097260529,0.032787910620506025,0.9990605954344334,0.9978690750511578,0.9984585729740948,0.997703896317212
12.jpg,DefectFree,13.190073529411764,30.047058823529415,21.426439950980384,29.886043829296426,0.5220495829630308,0.3595390004161564,0.4102328495389872,0.3594671666719205,2.210079656862745,3.773287197231834,3.109865196078431,3.764244521337947,6.457461561864101,6.8926976253578935,6.696115358856831,6.893367541206607,0.004848376446070922,0.0027827597140129318,0.0031186218144388564,0.0027915261054327874,0.06963028397235589,0.052751869294015846,0.05584462207266566,0.05283489477071746,0.9987725013439467,0.9972027732258062,0.9980131729242263,0.99721784566955
13.jpg,DefectFree,11.585937500000002,27.741453287197224,20.718704044117647,28.56078431372549,0.49811670263118846,0.36361154311255056,0.4176877502493177,0.3561251019036883,2.1565257352941174,3.5908035371011144,3.007889093137255,3.667066512879662,6.600874314828903,7.017841007908699,6.844069339980717,7.038475830188775,0.00276994176481101,0.0018178795870218778,0.0022637574556285444,0.0017654814395019454,0.05263023622226115,0.04263659914934442,0.047578960220128225,0.042017632483303306,0.9987758557415968,0.9970591207944957,0.9978065907433769,0.9969723999965039
14.jpg,DefectFree,18.74940257352941,36.86645136485967,23.414889705882356,35.44718185313341,0.4293112456002845,0.3203170183682551,0.3945778825996488,0.32688426048749786,2.8350030637254897,4.23672433679354,3.2432291666666666,4.133010380622837,6.634082179167323,6.995930430007977,6.749552044251153,6.972220619400388,0.0025259070889576724,0.0016759721994956246,0.0022574441536533426,0.001722726878329261,0.050258403167606436,0.040938639443631054,0.047512568375676585,0.04150574512437117,0.9979892351732833,0.9960473465833648,0.9975016955366354,0.9961995969664498
15.jpg,DefectFree,8.454120710784315,14.417454825067281,11.11358762254902,17.838016147635525,0.6193956301708474,0.5229308597123045,0.5901744429648088,0.5028110990058431,1.632919730392157,2.3395155709342563,1.9035386029411765,2.6015686274509804,5.77261919589843,6.036743223876221,5.879048224106276,6.118881731497678,0.007184817480243475,0.005563291556304091,0.006574736833114067,0.00528018700405206,0.08476330267423206,0.07458747586762868,0.08108475092835932,0.07266489526622921,0.9992071591159946,0.9986479247949501,0.998962813411686,0.9983271908110618
16.jpg,DefectFree,12.485094975490199,22.327412533640906,17.008777573529418,30.912418300653595,0.4361540385908648,0.3652304872695745,0.4326923504386077,0.31769097600182583,2.327374387254902,3.2055363321799306,2.683134191176471,3.825144175317186,7.459848746089549,7.705053703603421,7.49538908207095,7.886463725315865,0.0011832678771761464,0.0009156376580681046,0.001231807604609706,0.0007418804555843943,0.034398660979406546,0.030259505251542113,0.035097116756362,0.027237482548583564,0.9988058493415194,0.9978629318936887,0.9983782420103694,0.997041256593007
17.jpg,DefectFree,28.737821691176475,52.408412149173394,29.501654411764704,52.01153402537486,0.41342114903402954,0.30898063227352907,0.3894316919922286,0.3094280481224397,3.4216452205882355,4.930580545943867,3.5903799019607843,4.90878892733564,6.640860403013512,6.971218436616843,6.674748380345412,6.964807126999442,0.0025416733310205217,0.0017026232923456376,0.0023665873796286287,0.0017154646550782456,0.050415010969159985,0.04126285608565696,0.04864758349218005,0.04141816817627556,0.9967362141091548,0.9940434958962037,0.9966633349350155,0.9940884698138469
18.jpg,DefectFree,17.457184436274513,32.31875432525952,19.260462622549024,31.908696655132633,0.45270893467785833,0.34532541075117695,0.42979483353165365,0.3476198528706754,2.6635876225490196,3.887535563244906,2.8780790441176474,3.846105344098423,6.715127129121628,7.040338083220695,6.746887864456149,7.033022305357419,0.002594234080829789,0.001703279237379643,0.002309701604964137,0.0017319246538277276,0.05093362426560463,0.04127080369195205,0.04805935502026777,0.04161639885703384,0.998273013816488,0.9968022212166209,0.9981015425429302,0.9968428646062977
