Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
1.jpg,DefectFree,241.20962009803927,386.09966935793926,196.73955269607845,376.9082352941176,0.13148516718531358,0.09337586013358226,0.14945705342400267,0.09451576718310116,10.76295955882353,14.251703191080352,9.577879901960783,14.094240676662821,7.8495193529870315,8.03876900739413,7.761849216432076,8.032576704956691,0.0010343389280114625,0.0006706553729889179,0.0011406420598072257,0.0006784964408300655,0.03216114002972317,0.025897014750525162,0.033773392779038736,0.02604796423581055,0.6677574096870995,0.45903624542729804,0.7248688137571699,0.4719210858119088
10.jpg,DefectFree,179.53673406862748,338.9219223375624,215.66694240196085,361.8794309880815,0.14907740518784998,0.09907179135666572,0.143393807780598,0.09569235491343032,9.204289215686273,13.263821607074206,9.9109068627451,13.728996539792389,7.828982004604805,8.095817820693497,7.88962621865738,8.11405662159866,0.0009064012855256995,0.0005863667317497292,0.0008642253120419433,0.0005760745320057749,0.03010649905793929,0.024215010463547796,0.02939770929922846,0.024001552699893708,0.7935277569586934,0.6097273417690187,0.7522429408673903,0.5832454852867628
11.jpg,DefectFree,334.9192861519609,1003.1830680507495,775.733930759804,1038.3420530565168,0.13304131634688943,0.07117272556331493,0.09847159711990809,0.06753726968961832,12.275076593137255,23.00615148019992,19.237239583333338,23.513018069973093,8.411742678437124,8.837839567874955,8.70859214095546,8.848346137029234,0.0008272186713418519,0.00042593619908706316,0.0007012582769397588,0.0004041916271223869,0.02876140941160311,0.02063822180051041,0.026481281633254816,0.020104517579946725,0.7932227714986583,0.3797812026461979,0.5220894681515315,0.3579784414124389
12.jpg,DefectFree,450.15517769607857,1397.1525105728565,1094.0734987745097,1412.0716647443287,0.13505913246272658,0.06690275072450363,0.09267971604185549,0.06459192440339566,14.700674019607845,27.75566320645905,23.347763480392153,27.96118415993848,8.572531256691242,9.004165553529349,8.868245961770182,9.008116636402011,0.0013512133488697263,0.000598763347903484,0.0009952770146623297,0.0005814257994699638,0.036758854020082374,0.02446964135216297,0.03154801126318947,0.024112772538013204,0.776593008979022,0.3053380915923697,0.45680311096690557,0.2979297504141927
13.jpg,DefectFree,410.9527267156863,879.1668589004231,579.3771599264707,868.9622606689735,0.12242386738012337,0.07669895398209596,0.11063577419958921,0.07546768769599084,14.08768382352941,21.632772010765095,16.528446691176473,21.54274509803922,8.398127205542586,8.697713066597197,8.506095158660113,8.697339421016839,0.0010923665599243688,0.0005852523228799853,0.0010067888646343962,0.0005721602654525711,0.03305096912231726,0.02419198881613468,0.031729936410815514,0.023919871769149833,0.7342698400495796,0.43090215092957324,0.6268514558052228,0.43751501947034926
14.jpg,DefectFree,407.3893841911763,712.9558938869668,377.5586703431373,678.4819223375627,0.10631428160236275,0.07036047589900321,0.1134139534596415,0.07136328543017759,14.341743259803923,19.849642445213384,13.46985294117647,19.332518262206843,8.3815252573743,8.585392409444266,8.337325623153049,8.573615253371383,0.0006788967884948097,0.0003960230006469875,0.000686993391776901,0.00040263436370922324,0.02605564791930551,0.01990032664674094,0.02621055878414081,0.020065751012838348,0.636268225895162,0.3599097457036758,0.6624814905147567,0.3904869287082332
15.jpg,DefectFree,330.2147212009804,531.4740792003074,351.6008578431372,643.9102037677815,0.1764801320213328,0.13371232430290356,0.18784757590653567,0.12869230556798195,12.564292279411768,16.529427143406377,12.441176470588236,17.961999231064976,7.6608253502132895,7.8896097903203595,7.633213803647692,7.934462917925579,0.007155965403931182,0.004473289825387299,0.007789787577006138,0.0042434385024184805,0.08459293944491575,0.06688265713462123,0.08825977326622893,0.06514168022409678,0.7526149448424344,0.6010776322593483,0.7362369430983443,0.5166868264686794
16.jpg,DefectFree,169.64100796568627,279.48509034986546,193.5165900735295,367.75744713571703,0.15064380657841558,0.1164145752827823,0.17123455721488828,0.10424376221905524,8.971553308823532,11.878108419838526,9.203507965686278,13.539469434832757,7.873955107829354,8.104022356885938,7.883457387281881,8.17517900336412,0.0009326269259044001,0.0006475970189207978,0.0010098602165858688,0.0005993770768969024,0.030538941139214373,0.02544792759579447,0.031778297886857765,0.024482178761231654,0.8466558152294665,0.7471895716124308,0.8252160417736305,0.6673434611837308
17.jpg,DefectFree,560.3639859068628,859.8732948865822,403.5546109068629,847.6382622068435,0.10292687163382808,0.07079657408326652,0.11479825276994116,0.07152632680994223,16.27063419117647,21.302806612841216,13.9023131127451,21.145990003844677,8.564656128489533,8.753294160735125,8.463431645281851,8.750460659386283,0.0007342021257223785,0.0004212329537585062,0.0007960057946087445,0.0004231888453868554,0.027096164409790152,0.020523960479364264,0.02821357465137561,0.020571554277371836,0.6313017521747966,0.43178236642536966,0.7343257138910738,0.43984323235485984
18.jpg,DefectFree,239.96807598039217,510.3857747020376,326.43716299019616,502.2994848135334,0.13469404494709325,0.0854012881543826,0.1279665236280258,0.08601529269219008,10.842034313725492,16.628665897731643,12.509068627450985,16.48246059207997,8.030615551508053,8.318715642505317,8.123826639978807,8.311097784414686,0.0009820016921826941,0.0005474040460882095,0.0009053671373765503,0.0005608725003144769,0.031336906231833,0.02339666741414703,0.030089319323915426,0.023682746891238712,0.7433109449063228,0.45208579530126325,0.6536893673842932,0.46075244144537897
